Évelette_X	Évelettoise_N	Évelettois_N	évelettois_A
cantiner_V	cantine_N	cantinier_X	cantinière_N
Limeux_X	limosin_A	limosine_A	Limosine_N	Limosin_N
grinçard_A	dégrincer_V	grincer_V	grincement_N
prémanonier_A	Prémanonier_N	Prémanon_X	prémanonière_A	Prémanonière_N
boétien_A	Boé_X	Boétienne_N	boétienne_A	Boétien_N
borgne_A	bornoyer_V	borgnat_N	caliborgnon_A	borgniat_N	éborgner_V	borgnon_X	borgnoter_V
fauviste_A	fauvement_D	fauvisme_N	fauve_X	fauvette_N	fauverie_N	Fauves_X	fauveau_N
groin_X	grognonner_V	regrogner_V	grognard_A	grognement_N	grogneur_A	grogne_N	grognerie_N	grognon_A	grogner_V	grognasse_N
vishnouisme_N	brahmanismefr_X	shivaïsmefr_X
Pretenier_N	Pretenière_N	pretenier_A	pretenière_A	Pretin_X
Coussetoise_N	coussetois_A	coussetoise_A	Coussey_X	Coussetois_N
Ricaudaise_N	ricaudoise_A	Ricaudois_N	ricaudois_A	ricaudais_A	Ricaud_X	Ricaudoise_N	ricaudaise_A	Ricaudais_N
émaillagefr_X	réémailler_V	émail_N	émailler_V	émailleurfr_X	émailleur_N	émaillure_N
nationalité_N	nationaliste_A	nationalisme_N	nationalisation_N	nationalitaire_A	internationalisme_N	nationalisable_X	national_X	nationaleux_N	nationaliser_V	nationalitarisme_N	nation_X	internationalement_D	antinationalistefr_X
têchois_A	Têche_X	têchoise_A	Têchoise_N	Têchois_N
Loupianais_N	Loupianaise_N	loupianaise_A	loupianais_A	Loupia_X	Loupian_X
obèle_N	obélismène_A
Braillannais_N	braillannais_A	braillannaise_A	Braillannaise_N	Braillans_X
tautomériquefr_X	tautomérisationfr_X	tautomériserfr_X	tautomère_A	tautomériefr_X
Citry_X	citryate_A	citryat_A	Citryate_N	Citryat_N
alettoise_A	Alette_X	Alettoise_N	Alettois_N	alettois_A
clavillais_A	clavillaise_A	Claville_X	Clavillaise_N	Clavillais_N
Photin_X	photinienfr_X
bardolâtre_N	Bardot_X	bardolâtrie_N
Chouzelot_X	chouzeloise_A	Chouzelois_N	Chouzeloise_N	chouzelois_A
Ruaudinois_N	Ruaudinoise_N	Ruaudin_X	ruaudinois_A	ruaudinoise_A
Gastinel_X	Castinel_X	Gastinet_X
Uzelot_N	uzelot_A	Izeaux_X	uzelotte_A	Uzelotte_N
Cambieure_X	cambieuroise_A	Cambieuroise_N	cambieurois_A	Cambieurois_N
névrite_N	névritique_A	polynévrite_N
Luisant_X	luisantais_A	Luisantais_N	Luisantaise_N	luisantaise_A
areau_X	araire_X	aratoire_A
cabannais_A	Cabannes_X	Cabannaise_N	cabannaise_A	Cabannais_N
erquelinnois_A	Erquelinnois_N	Erquelinnoise_N	Erquelinnes_X
Saugues_X	saugain_A	Saugain_N	saugaine_A	Saugaine_N
Bonnevallais_N	Bonnevalaise_N	Bonnevalois_N	bonnevalaise_A	bonnevalaine_A	Bonnevallaise_N	Bonnevalaine_N	Bonnevalain_N	Bonnevalienne_N	Bonnevalais_N	bonnevallais_X	Bonnevaux_X	Bonnevalien_N	Bonnevaloise_N	bonnevalien_A	bonnevalais_A	bonnevaloise_A	bonnevalois_A	bonnevalienne_A	bonnevallaise_X	bonnevalain_A	Bonneval_X
Cugnalais_N	Cugnalaise_N	Cugnaux_X	cugnalais_A
incisé_A	inciser_V	incisoire_A	incisif_A	incise_X	incision_X	inciserfr_X
Blanotin_N	blanotin_A	blanotine_A	Blanot_X	Blanotine_N
bourbillon_N	bourbe_N	désembourberfr_X	débourberfr_X	Bourbonfr_X	embourber_V	bourbassefr_X	bourbeuxfr_X	bourbierfr_X	bourbonfr_X
faratter_V	faratte_N
Rivesaltes_N	Rivesaltais_N	Rivesaltaise_N	rivesaltesfr_X	rivesaltais_A
Crolles_X	Crollois_N	crolloise_A	Crolloise_N	crollois_A
paroxystiquefr_X	paroxyste_N
Glénouze_X	Glénouzéen_N	glénouzéen_A	Glénouzéenne_N	glénouzéenne_A
éphèdre_N	éphédrées_X	éphédrine_N	éphédracées_X
maucoroise_A	Maucor_X	maucorois_A	Maucorois_N	Maucoroise_N
thiraucurtien_A	Thiraucurtien_N	thiraucurtienne_A	Thiraucurtienne_N	Thiraucourt_X
Fragnes_X	fragnois_A	Fragnois_N	Fragnoise_N
xénographique_X	xénographisme_X	xénographe_X	xénographier_X	xénographie_N
Hérinnoise_N	hérinnois_A	Hérinnois_N	Hérinnes_X
Roglianais_N	Rogliano_X	roglianais_A	Roglianaise_N	roglianaise_A
toilier_N	rentoilage_N	rentoiler_V	désentoilage_N	toilette_X	Toiletélaire_X	toiler_X	entretoile_N	rentoileur_N	toilé_V	toilettage_N	désentoiler_V	toiletter_V	réentoiler_V	toilettes_N	entoilage_N	toile_N	entoiler_V
Bavillieroise_N	bavillieroise_A	Bavillierois_N	Bavilliers_X	bavillierois_A
champosylvestrienne_A	Champosylvestrien_N	Champcevrais_X	Champosylvestrienne_N	champosylvestrien_A
Panousois_N	panousois_A	Panousoise_N	Lapanouse_X
Breilly_X	Breil_X	breillois_A	breilloise_A	Breilloise_N	Breillois_N
boutonner_V	boutonné_A	boutonnage_N	aboutonner_V	reboutonner_V	redéboutonner_V	déboutonnage_N	boutonnement_N	déboutonner_V	raboutonner_V
corsiolite_A	curiosolite_X	Corsiolite_N	Curiosolite_X	Corseul_X
chalaronne_A	Échalas_X	Chalaron_N	chalaron_A	Chalaronne_N
Boffles_X	Bofflois_N	Boffloise_N	bofflois_A
Sanois_X	sanois_X	San_X
écrosnien_A	Écrosnienne_N	Écrosnien_N	écrosnienne_A	Écrosnes_X
ermenouvillaise_A	ermenouvillais_A	Ermenouvillaise_N	Ermenouville_X	Ermenouvillais_N
rappuyer_V	appuyé_A	appuyer_V	appui_N	réappuyer_V
Barnavoise_N	barnavoise_A	Barnavois_N	Barnave_X	barnavois_A
hypergamie_N	hypergamique_A
saturationfrsaturation_X	désaturer_V	désaturationfrdésaturation_X
pavillonnage_N	pavillonneriefr_X	pavillonneurfr_X
bélignarde_A	Bélignard_N	Bélignarde_N	Béligneux_X	bélignard_A
neuvizienne_A	Neuvizienne_N	neuvizien_A	Neuvizy_X	Neuvizien_N
émagnynais_A	Émagnynais_N	Émagnynaise_N	Émagny_X	émagnynaise_A
Trifontain_N	trifontain_A	Trifontaine_N	Troisfontaines_X	trifontaine_A
Églignycien_N	églignycienne_A	Égligny_X	églignycien_A	Églignycienne_N
endorphine_N	endogène_A
empoisonnable_A	empoisonnant_A	inempoisonnable_A	empoisonné_A	empoisonner_V	empoisonneur_N
burgien_A	Bourgeois_N	embourgeoiser_V	Bourg_X	Bressante_X	bourgeois_X	Bourgeoise_N	bourgeais_X	Bressant_X	bressant_X	Bourgeaise_X	Burgien_N	Bourquaise_N	Bourgeais_X	bourquais_A	Bourquais_N	Burgienne_N
Pordicaise_N	pordicais_A	Pordicais_N	pordicaise_A	Pordic_X
Clamecycois_N	clamecycois_A	Clamecy_X	Clamecycoise_N
débuter_V	début_N	débutant_A
Embourg_X	Embourienne_N	Embourien_N	embourien_A
Chamarandaise_N	chamarandaise_A	Chamarandais_N	Chamarande_X	chamarandais_A
propagule_N	propagulaire_A
bougeron_N	bougeronner_X
Jallanais_N	Jallans_X	Jallanaise_N	jallanais_A	jallanaise_A
Feneu_X	Fanouine_N	fanouine_A	Fanouin_N	fanouin_A
Dieulivol_X	Dieulivolaise_N	dieulivolais_A	Dieulivolais_N	dieulivolaise_A
shivaïste_N	shivaïsme_N
rupéain_A	Xamontarupt_X	Rupéain_N	Rupéaine_N	rupéaine_A
vachtement_D	vachement_D	vachard_A	vachetement_X	vachardisefr_X	vacher_N	vache_X	achtement_X	vacherin_X	vacherie_X	vachette_N
Pouydessoise_N	Pouydessois_N	pouydessois_A	pouydessoise_A	Pouydesseaux_X
nançayais_A	Nançayais_N	nançayaise_A	Nançay_X	Nançayaise_N
Flaujagues_X	flaujaguais_A	Flaujaguais_N	Flaujaguaise_N	flaujaguaise_A
Bresloise_N	Breslois_N	Bresle_X	breslois_A	bresloise_A	Bresles_X
mantois_A	Mant_X	mantoise_A	Mantois_N	Mantoise_N
schizoïde_A	schizoïdiefr_X	schizose_N	schizoïdiquefr_X	schizophrénie_N	schizophrène_N	schizophrénique_A	schizoïdie_N
Varetz_X	Varetzienne_N	varetzienne_A	Varetzien_N	varetzien_A
indétectable_A	indétectabilité_N
Uchonnaise_N	Uchonnais_N	Uchon_X	uchonnaise_A	uchonnais_A
martignargois_A	Martignargues_X	Martignargoise_N	martignargoise_A	Martignargois_N
érinoise_A	Érin_X	érinois_A	Érinois_N	Érinoise_N
quarzifère_X	quarzeux_A	quarziforme_A	quarz_N	quarzique_X
Meyssiard_N	Meyssiès_X	meyssiard_A	Meyssiarde_N
Collorgois_N	Collorgoise_N	collorgois_A	Collorgues_X	collorgoise_A
Hémonstorienne_N	hémonstorienne_A	Hémonstorien_N	hémonstorien_A	Hémonstoir_X
Illyrie_X	Illyrienfr_X	illyrienfr_X
tercéenne_A	Tercé_X	Tercéen_N	Tercéenne_N	tercéen_A
Ignacienne_N	ignacien_A	Plouigneau_X	Ignacien_N
alcoolométrique_X	alcoolométrie_N	alcoolomètre_N
pentachlorxylon_N	pentachlorurefr_X
Betaucourt_X	betaucourtoise_A	Betaucourtois_N	Betaucourtoise_N	betaucourtois_A
Lunas_X	Lunassienne_N	lunasien_A	lunassienne_A	Lunasien_N	lunassien_A	lunasienne_A	Lunasienne_N	Lunassien_N
barrir_V	barrissement_N
Pradières_X	Pradiérois_N	Pradiéroise_N	pradiérois_A
bout_X	poulie_X	cuir_X	allonger_V	courroie_N
pruineux_A	pruinescence_N	pruine_N	pruinosité_N
salicétain_A	Saulzoir_X	Salicétaine_N	salicétaine_A	Salicétain_N
hydronéphrosefr_X	néphrose_N
acétabulum_N	acétabulaire_X
Garrey_X	Garreyois_N	Garreyoise_N	garreyois_A	garreyoise_A
internautique_A	internautisme_N
tétraédral_A	hypertétraèdre_N	tétraédrique_A	tétraédroïde_X	tétraèdre_N
Cuirolienne_N	cuirolienne_A	Cuirieux_X	cuirolien_A	Cuirolien_N
Campbonnaise_N	Campbon_X	campbonnaise_A	campbonnais_A	Campbonnais_N
calige_N	caligule_N
Guenroc_X	guenrocois_A	Guenrocoise_N	Guenrocois_N
Taon_N	taonne_A	taon_X	Taonne_N	Tarzy_X
embellissement_N	embellie_N	embellir_V
Ollanaise_N	ollanais_A	Ollans_X	Ollanais_N	ollanaise_A
Épanéenne_N	épanéenne_A	Épaney_X	épanéen_A	Épanéen_N
giroussinais_A	Giroussinais_N	giroussinaise_A	Giroussinaise_N	Giroussens_X
pyrogéner_V	pyrogénation_N
Mourjouviste_N	morjovice_A	mourjouviste_A	Morjovice_N	Mourjou_X
Nescuséen_N	Nescuséenne_N	Nescus_X	nescuséenne_A	nescuséen_A
revinaigrer_V	vinaigrer_V	dévinaigrer_V	vinaigrerie_N	vinaigrier_N	vinaigre_N	vinaigrette_X
agrafage_N	dégrafeuse_N	agrafeur_N	désagrafer_V	réagrafer_V	agrafe_X	ragrafer_V	agrafeuse_N	agrafer_V
Lacuisine_X	Cujenot_N	Cujenotte_N	cujenot_A
Pomponne_X	Pomponnais_N	pomponnaise_A	pomponnais_A	Pomponnaise_N
originaire_A	original_X	origine_X
Longjumelloise_N	Longjumeau_X	longjumelloise_A	Longjumellois_N	longjumellois_A
anchoïade_N	z’anchois_X	anchois_N
Villetrunoise_N	villetrunoise_A	villetrunois_A	Villetrun_X	Villetrunois_N
Belaycois_N	Bélaye_X	belaycoise_A	Belaycoise_N	belaycois_A
malagmafr_X	malactique_A	malaxerfr_X
Lansacaise_N	lansacois_A	Lansacais_N	Lansacois_N	lansacoise_A	lansacais_A	Lansacoise_N	Lansac_X	lansacaise_A
Yerres_X	Yerrois_N	yerroise_A	yerrois_A	Yerroise_N
Trèbes_X	trébéen_A	Trébéen_N	Trébéenne_N	trébéenne_A
quinoïde_A	quinoïdinefr_X
Villonnais_N	Villon_X	Villonnaise_N	villonnaise_A	villonnais_A
vindicte_N	vindicativement_D	vindicatif_A
mayrevillais_A	Mayrevillaise_N	Mayreville_X	mayrevillaise_A	Mayrevillais_N
Arre_X	arrois_A	Arrois_N	Arroise_N	arroise_A
Vions_X	Mollardin_N	mollardine_A	Mollardine_N	mollardin_A
symphonique_A	symphonie_N	symphoniste_N
banniéroise_A	banniérois_A	Banniéroise_N	Bannières_X	Banniérois_N
Beaucouzéen_N	Beaucouzéenne_N	Beaucouzé_X	beaucouzéenne_A	beaucouzéen_A
ptériquefr_X	aptèrefr_X	ptère_N	ptérionfr_X
Cène_N	cénacle_N
Anorien_N	anorienne_A	Anor_X	anorien_A	Anorienne_N
sandarvillois_A	Sandarvilloise_N	sandarvilloise_A	Sandarville_X	Sandarvillois_N
Champdeuillais_N	Champdeuillaise_N	champdeuillais_A	champdeuillaise_A	Champdeuil_X
Sommevigérienne_N	Sommevoire_X	sommevigérienne_A	Sommevigérien_N	sommevigérien_A
vissecole_A	Vissecole_N	vissecoise_A	Vissec_X	vissecois_A	Vissecoise_N	Vissecol_N	Vissecois_N	vissecol_A
dépressoir_N	prépresse_N	dépresser_V	pressage_N	pressoir_N	represser_V	pression_X	pressement_N	dépressage_N	pressé_A	presse_X	pressisfr_X	presser_V	pressant_A
accommodement_N	accommodation_X	accommodage_N
délibérant_A	délibérément_D	délibératif_A	délibération_N	délibérer_V
Évaillé_X	Évaillléen_N	Évailléenne_N	évaillléen_A
pinné_A	bipinné_A	bipinnéfr_X	tripinnéfr_X
discrètement_D	indiscrètement_D	discerner_X	discrétion_N	indiscret_A	discrétionnaire_A	discret_X	indiscrétion_N
Occagnais_N	occagnais_A	Occagnaise_N	occagnaise_A	Occagnes_X
ossageoise_A	ossageois_A	Ossageois_N	Ossageoise_N	Ossages_X
Plougrescant_X	Plougrescantais_N	plougrescantaise_A	plougrescantais_A	Plougrescantaise_N
passéiste_A	passéisme_N
arénophile_A	arénophilie_N
Auzonnais_N	auzonnaise_A	auzonnais_A	Auzon_X	Auzonnaise_N
Arnancourt_X	arnancourtois_A	arnancourtoise_A	Arnancourtois_N	Arnancourtoise_N
gouzangrésois_A	Gouzangrez_X	Gouzangrésoise_N	gouzangrésoise_A	Gouzangrésois_N
Iakoutiefr_X	yakoute_A	Yakoutie_X	yakoutefr_X	Yakoutiefr_X	Yakoute_N
Schwobsheimoise_N	Schwobsheim_X	schwobsheimois_A	Schwobsheimois_N
thoirzane_A	Thoirysienne_N	Thoirysien_N	Thoirzane_N	thoirysien_A	thoirzan_A	Thoiry_X	Thoirzan_N	thoirysienne_A
zootechnicien_N	zootechnique_A	zootechnicienne_N	zootechnie_N
voltairien_A	voltairianisme_N	voltairiser_V	Voltaire_X	voltaire_N	voltairianiste_X
héliochromique_A	héliochromie_N
gréalonois_A	Gréalonoise_N	Gréalonois_N	Gréalou_X	gréalonoise_A
Lignolaise_N	lignolais_A	Lignolais_N	Lignol_X
strume_N	strumosité_X	strumeux_A
Bernissart_X	bernissartois_A	Bernissartoise_N	Bernissartois_N
diaprure_N	diaprer_V	diapré_A	diaprerie_N
plounévézelien_A	Plounévézel_X	Plounévézelien_N	plounévézelienne_A	Plounévézelienne_N
frustration_X	frustratoire_A	frustratif_A	frustrant_V	frustréfr_X	frustrer_V
Hertinoise_N	Hertinois_N	Hertain_X	hertinois_A
hargevilloise_A	Hargevilloise_N	Hargevillois_N	hargevillois_A	Hargeville_X
besserotte_A	Besserotte_N	Besserot_N	besserot_A	Bessey_X
millésimé_V	millésime_N	millésimer_V
Palermitaine_N	Palermitain_N	Palerme_X	palermitaine_A	palermitain_A
Hattmattoise_N	Hattmattois_N	Hattmatt_X	hattmattois_A	hattmattoise_A
Carayacois_N	carayacoise_A	carayacois_A	Carayacoise_N	Carayac_X
combaillaulenque_A	Combaillaux_X	Combaillaulenc_N	Combaillaulenque_N	combaillaulenc_A
dijonnais_A	Dijonnais_N	dijonnaise_A	Dijonnaise_N	Dijon_X
Lahittois_N	Lahittoise_N	Lahitte_X	lahittois_A	lahittoise_A
chandéenne_A	Chandéenne_N	Chandéen_N	chandéen_A	Chandai_X
quaroubaine_A	Quaroubain_N	quaroubain_A	Quarouble_X	Quaroubaine_N
Rencurellois_N	rencurellois_A	Rencurelloise_N	Rencurel_X	rencurelloise_A
Innenheimoise_N	innenheimois_A	Innenheim_X	Innenheimois_N
keplérienfr_X	Kepler_X
Bourdeaux_X	bourdeloise_A	Bourdelois_N	bourdelois_A	Bourdeloise_N
montgervase_A	genèvremontain_A	montgenèvrois_A	genèvremontaine_A	Genèvremontain_N	montgervas_A	Montgenèvroise_N	Montgenèvre_X	montgervois_A	montgervoise_A	Montgervase_N	Montgervas_N	Genèvremontaine_N	montgenèvroise_A	Montgervoise_N	Montgervois_N	Montgenèvrois_N
Hochstattoise_N	hochstattoise_A	Hochstatt_X	Hochstattois_N	hochstattois_A
cognition_X	cognitif_A	neurocognitif_A	cognitivisme_N	cognitiviser_V	cognitiviste_A
Goussancourtoise_N	goussancourtois_A	Goussancourt_X	Goussancourtois_N	goussancourtoise_A
Champguyonnais_N	Champguyon_X	Champguyonnaise_N	champguyonnais_A	champguyonnaise_A
Camicienne_N	Changysoise_N	camicien_A	Changynoise_N	Changy_X	changynois_A	camicienne_A	Changynois_N	changysois_A	Camicien_N	Changysois_N	changynoise_A	changysoise_A
cobayeur_N	cobayon_N	cobaye_N	cobayer_V	cobayage_X
coublevitain_A	coublevitaine_A	Coublevitain_N	Coublevitaine_N	Coublevie_X
cassagnol_A	cassagnole_A	cassagonhésienne_A	cassagonhésien_A	Cassagnas_X	cassagnaise_A	Cassaigne_X	Cassagonhésien_N	Cassanea_X	Cassagnol_N	Lacassagne_X	Cassagnole_N	cassagnais_A	Cassagonhésienne_N	Cassaignau_X	Cassagnes_X	Chassagne_X	Cassagnaise_N	Cassagnais_N	Cassagne_X
récidivisme_N	récidivationfr_X	récidivant_A	multirécidiviste_N	récidiviste_A	récidive_N	récidivité_N	récidiver_V
Escourçoise_N	Escource_X	escourçois_A	escourçoise_A	Escourçois_N
palombienne_X	Palombie_X	Palombienne_X	Palombien_X	palombien_X
tivernonaise_A	Tivernonais_N	tivernonais_A	Tivernonaise_N	Tivernon_X
cristallisation_N	cristalliser_V	cristallisable_A
mucatefr_X	mucique_A	paramuciquefr_X
Vibracois_N	Vibracais_N	vibracoise_A	vibracaise_A	vibracois_A	Vibrac_X	Vibracoise_N	Vibracaise_N	vibracais_A
paissyacoise_A	Paissoise_N	Paissois_N	paissoise_A	paissyacois_A	Paissyacoise_N	paissois_A	Paissyacois_N	Paissy_X
mongétoise_A	mongétois_A	Mongétois_N	Mongétoise_N	Monget_X
Couthenans_X	Couthenanais_N	couthenanais_A	Couthenanaise_N	couthenanaise_A
drouinier_N	drouine_N
Valzerguoise_N	valzerguois_A	Valzerguois_N	Valzergues_X
Aubagne_X	aubagnaise_A	Aubagnais_N	Aubagnaise_N	aubagnais_A
Moslins_X	Moslinoise_N	Moslinois_N	moslinois_A	moslinoise_A
plâtreux_A	plâtrier_N	plâtre_N	plâtrage_N	replâtrer_V	replâtrage_N	plâtrer_V
cession_X	rétrocession_N	incessibilité_N	cessible_A	incessible_A	céder_V	rétrocéder_V	cessibilité_N
Weckolsheimoise_X	Weckolsheimois_X	weckolsheimois_X	Weckolsheim_X
brionais_A	Brionais_N	Brionnaise_N	Brionnais_N	Brix_X	Brionne_N	brionnaise_A	brionne_A	brion_N	brionnais_A	Brion_N	Brionaise_N
Graimbouvillais_N	graimbouvillaise_A	graimbouvillais_A	Graimbouvillaise_N	Graimbouville_X
mâchouiller_V	masticateur_N	langfrmâchouillermâcher_X	tartroviniquefr_X	mâche_N	pyroviniquefr_X	mâchement_N	mastiquer_X	camphoviniquefr_X	mâchoire_N	démastiquer_V	mâchouillant_A	mâchouillement_X	vinique_A	vinate_N	vin_X	mâchonnement_N	phosphoviniquefr_X	mâché_V	mâcher_V	masticatoire_N	mastication_N	mâchonner_V	mastic_N	masticare_X
charnoisien_A	Charnoisien_N	Charnoisienne_N	charnoisienne_A	Charnois_X
Sénovillais_N	sénovillaise_A	sénovillais_A	Sénovillaise_N	Sénoville_X
Teillet_X	Teilletois_N	teilletois_A	teilletoise_A	Teilletoise_N
haploïde_A	haploïdie_N
skodique_A	skodisme_N
Brebottais_N	brebottaise_A	brebottais_A	Brebottaise_N	Brebotte_X
Castelferrusienne_N	castelferrusien_A	Castelferrusien_N	Castelferrus_X	castelferrusienne_A
canenois_A	Canenois_N	Canens_X	Canenoise_N
Iboscéenne_N	iboscéenne_A	Ibos_X	iboscéen_A	Iboscéen_N
Oussièroise_N	Oussières_X	oussièroise_A	Oussièrois_N	oussièrois_A
anosphrésie_N	oxyosphrésie_N	osphradiefr_X
Bolquère_X	Bolquéraise_N	Bolquérais_N	bolquérais_A
jouvenceau_N	jouvence_N	jouvencelle_A
archétyper_X	archétypique_A	archétypiquement_X	archétypon_N	archétypal_A	archétypalement_X	archétype_N
pulchérite_X	Pulchérie_N
chessenien_A	Chessenienne_N	Chessenien_N	Chessenaz_X	chessenienne_A
sésame_N	sésamoïde_A
enrubanner_V	rubanier_N	ribbonisme_N	ribbonistefr_X	rubantéfr_X	rubanementfr_X	rubanistefr_X	ribbonismefr_X	rubanairefr_X	rubaner_V	rubanéfr_X	rubanéefr_X	rubanerie_N	rubaneurfr_X	ruban_N
gardeuse_N	gardian_X	gardeur_N	gardienne_A	gardien_N	gardiennage_N	gardienner_V	garde_X
mégalomane_A	mégalomanie_N	mégalo_A
pélagiquefr_X	pélagie_N
Lierneusien_N	lierneusien_A	Lierneux_X	Lierneusienne_N
Ydois_N	ydoise_A	Ydoise_N	ydois_A	Ydes_X
Moussytière_N	moussytier_A	Moussy_X	moussyacoise_A	Moussytier_N	Moussyacoise_N	moussytière_A	Moussyacois_N	moussyacois_A
Montmain_X	manemontaise_A	manemontais_A	Manemontaise_N	Manemontais_N
cropusien_A	cropusienne_A	Cropusienne_N	Cropusien_N	Cropus_X
monfarvillaise_A	Monfarvillais_N	Montfarville_X	Monfarvillaise_N	monfarvillais_A
fois_N	quelquefois_D
jeumontois_A	jeumontoise_A	Jeumontoise_N	Jeumont_X	Jeumontois_N
Nointot_X	nointotais_A	Nointotais_N	Nointotaise_N	nointotaise_A
haplostèle_X	plectostèle_X	actinomorphie_N	eustèle_X	actinoscopie_N	actinefr_X	actinal_A	dictyostèle_X	solénostèle_X	actinostèle_N	actinoscopique_X	actinomorphe_A
apothicairesse_N	apothiconyme_N	apothicairerie_N	apothicaire_N
ségliennaise_A	ségliennais_A	Séglien_X	Ségliennais_N	Ségliennaise_N
tirangeoise_A	tirangeois_A	Tirangeoise_N	Tiranges_X	Tirangeois_N
Gaule_X	gaulois_A	Galați_X	Gaulois_N	gauloise_A	Gallesfr_X	galates_X	Gallois_N	galloisfr_X	Gauloise_N	Gallus_X	Galacie_X	gallofr_X	galate_N	Galatie_X	Galata_X	gauloisefr_X	Galicie_X
blossevillois_A	Blossevilloise_N	blossevilloise_A	Blosseville_X	Blossevillois_N
pituiteux_A	pituite_N	pituitaire_A
contrarier_V	recontrarier_V
callisthénique_X	callisthénie_N
Ablancourt_X	blancourtien_A	Blancourtien_N	blancourtienne_A	Blancourtienne_N
Bouërien_N	Bouërienne_N	bouërienne_A	bouërien_A	Bouër_X
outrelouxhois_A	Outrelouxhe_X	Outrelouxhois_N	Outrelouxhoise_N
clamangeot_A	Clamanges_X	Clamangeotte_N	clamangeotte_A	Clamangeot_N
sarzeautin_A	Sarzeautine_N	sarzeautine_A	Sarzeau_X	Sarzeautin_N
verneixois_A	Verneix_X	verneixoise_A	Verneixoise_N	Verneixois_N
morvilloise_A	morvilliersien_A	Morvillois_N	Morvilliersien_N	Morvilliersienne_N	Morvilloise_N	morvillois_A	morvilliersienne_A	Morvilliers_X
silencieusement_D	silence_X	silencieux_A
Fréland_X	Frélandais_N	frélandais_A	frélandaise_A	Frélandaise_N
monbazillacois_A	Monbazillacoise_N	Monbazillac_X	Monbazillacois_N	monbazillacoise_A
Artigamois_N	artigamois_A	artigamoise_A	Artigamoise_N	Artiguemy_X
Villeconinois_N	Villeconin_X	villeconinoise_A	villeconinois_A	Villeconinoise_N
boyelloise_A	Boyelloise_N	Boyelles_X	Boyellois_N	boyellois_A
hazebroucker_V	Hazebrouck_X	Hazebrouckois_N	hazebrouckois_A	Hazebrouckoise_N
confiture_N	morcellement_N	confit_X	confite_X	reconfire_V	confiseuse_N	confectionner_V	confiserie_N	morceler_V	remorceler_V	confiturerie_N	confiseur_N	bouillie_N	confire_V	confiturier_N	confisage_X	confiturière_N	morceau_N	surmorcelerfr_X
Bondaraise_N	bondarais_A	Bondaroy_X	Bondarais_N	bondaraise_A
déchiqueté_A	déchiqueter_V
microthérophyte_N	thérophyte_N
antidicotylédone_A	antigraminée_X	antigraminées_A
Launoyenne_N	Launoyen_N	launoyen_A	Launoy_X	launoyenne_A
trope_N	tropologiquement_D	tropiste_N	tropologique_A	tropaire_N
Eydochoise_N	eydochois_A	Eydoche_X	Eydochois_N	eydochoise_A
ectoderme_N	épidermolyse_N	mésoderme_N	épidermophytie_X	endodermique_A	exoderme_N	dermatoscope_N	hypoderme_N	photodermatose_X	dermite_N	dermographique_A	syndermefr_X	intradermique_A	dermatologique_A	dermatomyosite_N	mésodermique_X	dermatologue_N	exodermique_A	actinodermatose_X	dermatophyte_N	acrodermatose_X	dermatite_X	épidermoïde_A	épidermique_A	sclérodermique_X	dermatose_N	dermatologiste_N	toxidermie_N	endoderme_X	dermatophytie_N	épidermé_X	épiderme_N	sclérodermie_N	dermographie_N	langfrderme_X	hypodermien_A	dermatophytose_N	dermatologie_N	dermographisme_N	derme_N	dermoprotecteur_X	dermato_N
Selommois_N	Selommoise_N	selommois_A	selommoise_A	Selommes_X
arcosse_N	nerprun_N	arcossière_N	superciliaire_A	plume_X	arc_X	argalou_X	argousier_N	arcade_X
téléjaugeage_X	enjauger_V	jauger_V	jaugeage_N	jaugeur_N	jauge_N	déjauger_V	déjaugeage_N	déjaugement_N
brimeusoise_A	brimeusois_A	Brimeux_X	Brimeusoise_N	Brimeusois_N
surarbitre_N	surarbitrage_X
Steenwerck_X	steenwerckoise_A	Steenwerckoise_N	steenwerckois_A	Steenwerckois_N
équemauvillais_A	équemauvillaise_A	Équemauvillaise_N	Équemauvillais_N	Équemauville_X
